ref,book_osis,chapter,verse_start,verse_end,kjv_text,cuvs_text,mention_groups_count,source_count,sources,evidence
1Cor 6:1-3,1Cor,6,1,3,,你們中間有彼此相爭的事，怎敢在不義的人面前求審，不在聖徒面前求審呢？ 豈不知聖徒要審判世界嗎？若世界為你們所審，難道你們不配審判這最小的事嗎？ 豈不知我們要審判天使嗎？何況今生的事呢？,1,1,https://www.biblicaltheology.org/ent.pdf,"- ent (para_id=191, p_index=35): 10). In the Fourth Gospel, it is true, He denies that His present activity involves the task of judging (John 8:15; 12:47). That this, however, does not exclude His eschatological judgeship appears from John 5:22, 27 (notice the article in 5:22 “the whole judgment,” which proves the reference to the last day). But even for the present, though not directly, yet indirectly by His appearance and message, Christ according to John effects a judgment among men (8:16; 9:39), which culminates in His passion and death, the judgment of the world and the Prince of the world (12:31; 14:30; 16:11). A share of the judgment is assigned to angels and to the saints (Matthew 13:39, 41, 49; 16:27; 24:31; 25:31; 1 Thessalonians 3:13; 2 Thessalonians 1:7; Jude 1:14). In regard to the angels this is purely mini …"
1Cor 6:3,1Cor,6,3,3,,豈不知我們要審判天使嗎？何況今生的事呢？,1,1,https://www.biblicaltheology.org/ent.pdf,"- ent (para_id=191, p_index=35): 10). In the Fourth Gospel, it is true, He denies that His present activity involves the task of judging (John 8:15; 12:47). That this, however, does not exclude His eschatological judgeship appears from John 5:22, 27 (notice the article in 5:22 “the whole judgment,” which proves the reference to the last day). But even for the present, though not directly, yet indirectly by His appearance and message, Christ according to John effects a judgment among men (8:16; 9:39), which culminates in His passion and death, the judgment of the world and the Prince of the world (12:31; 14:30; 16:11). A share of the judgment is assigned to angels and to the saints (Matthew 13:39, 41, 49; 16:27; 24:31; 25:31; 1 Thessalonians 3:13; 2 Thessalonians 1:7; Jude 1:14). In regard to the angels this is purely mini …"
1Cor 6:11,1Cor,6,11,11,,你們中間也有人從前是這樣；但如今你們奉主耶穌基督的名，並藉着我們神的靈，已經洗淨，成聖，稱義了。,1,1,https://www.biblicaltheology.org/eapcs.pdf,"- eapcs (para_id=134, p_index=18): exponent of the state of dikaiosunh. This highly characteristic line of thought can perhaps most clearly be traced in its application to Christ. For the same reason that the resurrection of Jesus is in a very real sense the justification of the Christ,32 this can likewise be affirmed of the resurrection-life which ever since that moment Christ lives. The life and glory of the exalted Savior are the product and seal and exponent of His status of righteousness. Speaking in our own terms, and yet faithfully rendering the Pauline conception, we may say that in His resurrectionstate Christ is righteousness incarnate. Hence also justification is made dependent on a faith terminating upon the living, glorified Christ, for in this living, glorified state, His efficacious merit is most concretely p …"
1Cor 6:20,1Cor,6,20,20,,因為你們是重價買來的。所以要在你們的身子上榮耀神。,1,1,https://www.biblicaltheology.org/pcred.pdf,"- pcred (para_id=518, p_index=1): “The Pauline Conception of Redemption” The Bible Student 5:51-58. [1902] In a previous number of The Bible Student we examined the Pauline conception of reconciliation, which we found to belong to the military sphere, its result being conceived by the apostle as peace. The conception now before us belongs to the commercial sphere. Of course, underneath both lies the more fundamental forensic mode of viewing the work of Christ, which corresponds to the Pauline idea of righteousness. It will be most correct, therefore, to speak of the military-forensic and the commercial-forensic representations given by the apostle of Christ’s objective saving work. We must remember that in the ancient world reduction to slavery as a consequence of guilt or debt was quite common. The terms which Paul uses t …
- pcred (para_id=519, p_index=2): a view to the redemption of God’s own possession. And in 4:30 the readers are said to have been sealed in the Holy Spirit of God unto the day of redemption. The Holy Spirit marks them as God’s property, which he will reclaim at the end. It is not possible to determine whether in the instances quoted the apostle, besides implying the notion of “recovery,” also means to imply the further thought that this recovery rests on the legal basis of the payment of a ransom price. In the other passages, however, the context shows that this latter thought was not only in his mind, but formed the center of the conception. The only question is to what extent he means to press the comparison from this point of view. To say that Christians have been delivered for a price may express no more than that thei …"
1Cor 7:26,1Cor,7,26,26,,因現今的艱難，據我看來，人不如守素安常纔好。,1,1,https://www.biblicaltheology.org/ent.pdf,"- ent (para_id=168, p_index=12): 2. Signs Preceding the Parousia: The parousia is preceded by certain signs heralding its approach. Judaism, on the basis of the Old Testament, had worked out the doctrine of “the woes of the Messiah,” chebhele ha-mashiach, the calamities and afflictions attendant upon the close of the present and the beginning of the coming age being interpreted as birth pains of the latter. This is transferred in the New Testament to the parousia of Christ. The phrase occurs only in Matthew 24:8; Mark 13:8, the idea, in Romans 8:22, and allusions to it occur probably in 1 Corinthians 7:26; 1 Thessalonians 3:3; 5:3. Besides these general “woes,” and also in accord with Jewish doctrine, the appearance of the Antichrist is made to precede the final crisis. Without Jewish precedent, the New Testament links wi …"
1Cor 7:31,1Cor,7,31,31,,用世物的，要像不用世物，因為這世界的樣子將要過去了。,1,1,https://www.biblicaltheology.org/ent.pdf,"- ent (para_id=195, p_index=39): by the eschatological palingenesia “regeneration” (Matthew 5:18; 19:28; 24:35; 1 Corinthians 7:31; Hebrews 1:12; 12:26, 27; 2 Peter 3:10; 1 John 2:17; Revelation 21:1, in which last passage, however, some exegetes understand the city to be a symbol of the church, the people of God). An annihilation of the substance of the present world is not taught (compare the comparison of the future worldconflagration with the Deluge in 2 Peter 3:6). The central abode of the redeemed will be in heaven, although the renewed earth will remain accessible to them and a part of the inheritance (Matthew 5: 5; John 14:2, 3; Romans 8:18-22; and the closing visions of the Apocalypse)."
1Cor 7:39,1Cor,7,39,39,,丈夫活着的時候，妻子是被約束的；丈夫若死了，妻子就可以自由，隨意再嫁，只是要嫁這在主裏面的人。,1,1,https://www.biblicaltheology.org/ent.pdf,"- ent (para_id=196, p_index=40): X. The Intermediate State In regard to the state of the dead, previously to the parousia and the resurrection, the New Testament is far less explicit than in its treatment of what belongs to general eschatology. The following points may here briefly be noted: (1) The state of death is frequently represented as a “sleeping,” just as the act of dying as a “falling asleep” (Matthew 9:24; John 9:4; 11:11; 1 Corinthians 7:39; 11:30; 15:6, 18, 20, 51; 1 Thessalonians 4:13, 15; 2 Peter 3:4). This usage, while also purely Greek, rests on the Old Testament. There is this difference, that in the New Testament (already in the apocryphal and pseudepigraphical books) the conception is chiefly used with reference to the righteous dead, and has associated with it the thought of their blessed awaking in t …"
1Cor 9:10,1Cor,9,10,10,,不全是為我們說的嗎？分明是為我們說的。因為耕種的當存着指望去耕種；打場的也當存得糧的指望去打場。,1,1,https://ia801301.us.archive.org/0/items/InterpretingTheBible/InterpretingTheBible--Revision2.pdf,"- InterpretingTheBible--Revision2 (para_id=256, p_index=35): d. In connection with this, there is also the principle that we must see the words in Scripture addressed to specific persons as spoken also to those who come after them, including ourselves, cf. Matthew 22:31, Matthew 15:7, and 1 Corinthians 9:10. The application is not something that we add, but it flows from God's Word itself and is also addressed to us.
- InterpretingTheBible--Revision2 (para_id=359, p_index=35): d. In connection with this, there is also the principle that we must see the words in Scripture addressed to specific persons as spoken also to those who come after them, including ourselves, cf. Matthew 22:31, Matthew 15:7, and 1 Corinthians 9:10. The application is not something that we add, but it flows from God's Word itself and is also addressed to us."
1Cor 9:11,1Cor,9,11,11,,我們若把屬靈的種子撒在你們中間，就是從你們收割奉養肉身之物，這還算大事嗎？,1,1,https://www.biblicaltheology.org/ent.pdf,"- ent (para_id=188, p_index=32): in 15:42, 43. Four contrasts are named; the first three in each case appear to be the result of the fourth. The dominating antithesis is that between the soma psuchikon and the soma pneumatikon. Still Paul can scarcely mean to teach that “corruption,” “dishonor,” “weakness” are in the same sense necessary and natural results of the “psychical” character of the earthly body, as the corresponding opposites are necessary and natural concomitants of the pneumatic character of the resurrection body. The sequel shows that the “psychical body” was given man at creation, and according to 15:53 corruption and death go together, whereas death is not the result of creation but of the entrance of sin according to Paul’s uniform teaching elsewhere. Hence, also the predicate sarkikos is avoided in 15:46 …"
1Cor 9:27,1Cor,9,27,27,,我是攻克己身，叫身服我，恐怕我傳福音給別人，自己反被棄絕了。,1,1,https://www.biblicaltheology.org/reprobate.pdf,"- reprobate (para_id=680, p_index=1): rep’-ro-bat: This word occurs in the English Bible in the following passages: Jeremiah 6:30 (the Revised Version (British and American) “refuse”); Romans 1:28; 2 Corinthians 13:5, 6, 7; 2 Timothy 3:8; Titus 1: 16. In all these cases the Greek has adokimos. The same Greek word, however, is found with other renderings in Isaiah 1:22 (“dross”); Proverbs 25:4 (“dross”); 1 Corinthians 9:27 (“castaway,” the Revised Version (British and American) “rejected”). The primary meaning of adokimos is “notreceived,” “not-acknowledged.” This is applied to precious metals or money, in the sense of “notcurrent,” to which, however, the connotation “not-genuine” easily attaches itself. It is also applied to persons who do not or ought not to receive honor or recognition. This purely negative conception freque …
- reprobate (para_id=680, p_index=1): rep’-ro-bat: This word occurs in the English Bible in the following passages: Jeremiah 6:30 (the Revised Version (British and American) “refuse”); Romans 1:28; 2 Corinthians 13:5, 6, 7; 2 Timothy 3:8; Titus 1: 16. In all these cases the Greek has adokimos. The same Greek word, however, is found with other renderings in Isaiah 1:22 (“dross”); Proverbs 25:4 (“dross”); 1 Corinthians 9:27 (“castaway,” the Revised Version (British and American) “rejected”). The primary meaning of adokimos is “notreceived,” “not-acknowledged.” This is applied to precious metals or money, in the sense of “notcurrent,” to which, however, the connotation “not-genuine” easily attaches itself. It is also applied to persons who do not or ought not to receive honor or recognition. This purely negative conception freque …"
